epoch,train_loss,train_acc,val_loss,val_acc,lr
1,0.8066239233460833,0.8175582358898812,0.2954358233512957,0.9323266734186539,0.001
2,0.3171152933950462,0.9131295460823129,0.1959193924810827,0.951385691925237,0.001
3,0.25971118378387875,0.9245005063990425,0.16227241500151574,0.9581990608599577,0.001
4,0.23413399576553598,0.9298407144830126,0.15283193724618718,0.9560813921370039,0.001
5,0.22109485502736298,0.9308995488444894,0.1601774666145212,0.9506491114998619,0.001
